,publisher,genres,title,id,developer,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,year
92194,Diminished Studios,"Action, Adventure, Casual, Free to Play, Indie, Early Access",Nomad,378370.0,Diminished Studios,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2015
92195,MAVR,"Action, Adventure, Indie",CDF Ghostship,263640.0,ShaunTWilliams,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92197,Age of Fear,"Indie, RPG, Strategy",Age of Fear: The Undead King,351480.0,Leslaw Sliwko,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2011
92198,FIVE-BN GAMES,"Adventure, Casual",Lost Lands: Dark Overlord,377450.0,FIVE-BN GAMES,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
92199,Dingo Dango,"Action, Adventure, Casual, Indie, RPG, Strategy",Combat Cats,350610.0,Dingo Dango,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
92200,Devdan Games,"Action, Adventure, Casual, Indie",Action Alien,382080.0,Devdan Games,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92202,TheGameWall Studios,"Action, Massively Multiplayer, Early Access",Spy Bugs,366860.0,Digital Soul Games,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2015
92203,NVLMaker,"Adventure, Casual, Indie, Simulation",Gaokao.Love.100Days - Original Soundtrack,378400.0,"高考恋爱委员会,Days",0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
92204,Warfare Studios,"Adventure, Casual, Indie, RPG",Ashes of Immortality,362130.0,Warfare Studios,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
92205,8Floor,"Adventure, Casual, Indie, Strategy",Fort Defense - Atlantic Ocean,363350.0,Creobit,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
92206,Top3Line,Casual,Puzzle Expedition,355670.0,Top3Line,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
92207,PlazSoft,"Action, Adventure, Casual, Indie, Simulation, Strategy",Yargis - Soundtrack / Artwork,383610.0,PlazSoft,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2015
92208,Zhoori Maang Entertainment,"Indie, Racing, Simulation, Sports",SHOFER Race Driver,367700.0,Zhoori Maang Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2015
92209,Serious Games Interactive,"Adventure, Indie, RPG",Playing History: Vikings,368760.0,Serious Games Interactive,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
92210,Playito.com,"Casual, Indie, Strategy",Scarab Tales,370050.0,Playito.com,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
92213,KOG Games,"Action, Adventure, Casual, Free to Play, Massively Multiplayer, RPG",Luciel's DLC Package,383310.0,KOG,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2015
92214,Ubisoft,"Free to Play, Simulation, Strategy",Anno Online,336510.0,Blue Byte,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2013
92215,Dovetail Games,Simulation,D&amp;RGW F7 Add-On Livery,326005.0,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
92216,Best Way Soft,"Action, Strategy",Battle of Empires : 1914-1918 - Blazing guns,340620.0,Great War Team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015
92217,roseVeRte,"Adventure, Casual, Indie, Simulation",East Tower - Kuon,356550.0,roseVeRte,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2013
92218,Loomus Games,"Casual, Indie, Strategy",Prismatica,377500.0,Loomus Games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
92219,Frogames,"Casual, Indie, Racing",MiniOne Racing,380000.0,Frogames,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2008
92220,"Bit Planet Games, LLC","Action, Indie, Simulation",The Battle of Sol,282620.0,"Bit Planet Games, LLC",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
92221,RiftyGames,"Action, Casual, Indie, RPG, Early Access",DungeonRift,375550.0,RiftyGames,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
92222,BulkyPix,"Indie, Strategy",Devouring Stars - Soundtrack,384060.0,Nerial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
92223,AGM PLAYISM,"Adventure, Casual, Indie",D4: In Game Document Full Unlock Key,380910.0,Access Games,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92224,GamePhase,"Action, Casual, Indie",Vindicator: Uprising,367050.0,GamePhase,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92225,PlayWay S.A.,"Racing, Simulation",Car Mechanic Simulator 2015 - Trader Pack,361842.0,Red Dot Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2015
92226,Buka Entertainment,"Casual, Indie, Simulation",Farm Frenzy: Hurricane Season,361930.0,"Alawar Stargaze,Alawar Entertainment",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
92227,"SmiteWorks USA, LLC","Casual, Indie",Deadlands Noir - That Old Time Religion,383670.0,"SmiteWorks USA, LLC",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92229,Tim Sullivan,Utilities,CPUCores :: Maximize Your FPS,384300.0,Tim Sullivan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015
92231,Joshua Missile,"Adventure, Casual, Indie, RPG",The Amber Throne,382380.0,Joshua Missile,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
92233,Prologue Games,"Adventure, Indie",Knee Deep - Digital Playbill and Soundtrack,372300.0,Prologue Games,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92236,Peter Gutenko,Indie,Prompt,366590.0,Peter Gutenko,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92238,Ernő Király,"Action, Casual, Indie, Early Access",JamG,383010.0,Ernő Király,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92240,THQ Nordic,"Indie, RPG, Strategy",Deluxe Upgrade for Shadowrun Chronicles,383660.0,Cliffhanger Productions,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
92241,Maciej Targoni,"Casual, Indie",Hook,367580.0,"Maciej Targoni,Wojciech Wasiak",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92242,Maciej Targoni,"Action, Indie",oO,367570.0,"Maciej Targoni,Wojciech Wasiak",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92243,"Psyonix, Inc.","Action, Indie, Racing, Sports",Rocket League®,252950.0,"Psyonix, Inc.",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2015
92245,"Math Nerd Productions, LLC","Action, Casual, Indie",TAKEN,359160.0,Undead Yeti Software,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92246,"Back To Basics Gaming, Alister Software","Indie, Strategy",Star Chronicles: Delta Quadrant,383330.0,Alister Software,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
92247,John Wizard,"Indie, RPG, Strategy",Lilly and Sasha: Guardian Angels,383520.0,John Wizard,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
92248,Holotech Studios,"Animation &amp; Modeling, Video Production",FaceRig,274920.0,Holotech Studios,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015
92249,"Gamestarters Publisher, Gamestarter's","Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Simulation, Strategy","Once Bitten, Twice Dead!",360590.0,Gamestarters,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,2015
92250,Nyu Media,"Action, Indie",Yatagarasu Attack on Cataclysm,319280.0,Yatagarasu Dev Team,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92251,Random Seed Games,"Casual, Indie",TIMEframe,340270.0,Random Seed Games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92253,Cleverweek,"Casual, Indie",Two Digits - Soundtrack,384560.0,Cleverweek,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92255,"Marvelous, Autumn Games","Action, Indie",Skullgirls: Robo-Fortune,245173.0,Lab Zero Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92257,Scarab Entertainment,"Casual, Racing, Sports",Hello Kitty and Sanrio Friends Racing,370600.0,Scarab Entertainment,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2015
92258,Tap To Win,Indie,The Language Game,372720.0,Tap To Win,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92260,Aldorlea Games,"Adventure, Casual, Indie, RPG",Moonchild - Deluxe Contents,372200.0,Aldorlea Games,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
92261,yayapipi,"Action, Adventure, Indie",Pulut Adventure,385220.0,yayapipi,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92262,"Codemasters, Feral Interactive (Linux)","Racing, Sports",F1 2015,286570.0,"Codemasters,Feral Interactive (Linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2015
92264,momoStorm Entertainment,"Casual, Free to Play, Strategy",Epic Cards Battle(TCG),381560.0,momoStorm Entertainment,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2015
92266,Play sp. z o. o.,"Racing, Sports",ATV GP,385460.0,Play sp. z o. o.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2015
92267,Absolutist Ltd.,"Adventure, Casual, Indie",City of Fools,359250.0,Absolutist Ltd.,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92268,Play sp. z o. o.,"Casual, Simulation, Strategy",Railroad Lines,385470.0,InImages,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2015
92270,Mastertronic,"Indie, Racing",Spectra,369570.0,Gateway Interactive,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2015
92271,Virtual Racing Industries Ltd.,"Action, Casual, Indie, Racing, Simulation, Sports",VRC PRO Deluxe Off-road tracks 2,381790.0,Virtual Racing Industries Ltd.,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2015
92272,Dovetail Games - Flight,Simulation,FSX: Steam Edition - WWI Fighters Add-On,364326.0,First Class Simulations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
92273,Juri Schupilo,"Action, Adventure, Casual, Indie, Strategy",Trap Them,375930.0,Juri Schupilo,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
92274,Aldorlea Games,"Action, Adventure, Casual, Indie, RPG, Strategy",Girlfriend Rescue,332400.0,Aldorlea Games,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
92275,Chilled Mouse,Casual,Chime Sharp,326520.0,"Ste Curran,Twistplay",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
92277,i273 LLC,"Adventure, Indie, Simulation, Strategy",Hack Run ZERO,384890.0,i273 LLC,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2015
92278,Indomitus Games,"Action, Adventure, Indie",In Verbis Virtus - Soundtrack,385930.0,Indomitus Games,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92279,Cheerful Ghost,"Action, Indie",Starship Rubicon,372030.0,Wickworks,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014
92280,Pixel Ferrets,"Action, Adventure, Indie, RPG, Early Access",Secrets of Grindea,269770.0,Pixel Ferrets,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
92282,"Daedalic Entertainment, Daylight Studios","Indie, Simulation",Holy Potatoes! A Weapon Shop?!,363600.0,Daylight Studios,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
92283,Console Classics,"Action, Adventure",Sol Divide,379350.0,Psikyo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
92285,Arc-gen,"Action, Indie",Doomed'n Damned,383810.0,Arc-gen,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92286,Pixel Ferrets,"Action, Indie, RPG","Valkyrie Hat (or ""Buy Us Coffee"") DLC for Secrets of Grindea",292050.0,Pixel Ferrets,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
92287,Blue Manchu,"Free to Play, RPG, Strategy",Card Hunter,293260.0,Blue Manchu,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2015
92288,Studio Bean,"Action, Indie, Massively Multiplayer",Choice Chamber,359960.0,Studio Bean,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2015
92289,Team17 Digital Ltd,"Action, Indie, Strategy",Worms World Party Remastered,270910.0,Team17 Digital Ltd,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
92290,Soccer Manager Ltd,"Free to Play, Sports",Soccer Manager 2015,356370.0,Soccer Manager Ltd,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2015
92291,Decane,"Action, Indie, Racing",RC Mini Racers,311820.0,Decane,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2015
92292,Sekai Project,Indie,Ame no Marginal -Rain Marginal- - Original Soundtrack,386760.0,stage-nana,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92294,Epic Quest Games USA,"Action, Indie",Biodrone Battle,377290.0,voodoosoft,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92295,Buka Entertainment,"Adventure, Casual, Simulation, Strategy",MOAI 2: Path to Another World,361950.0,"Toyman Interactive,Alawar Entertainment",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2015
92296,Oryon Entertainment,"Adventure, Indie",Squarelands,383560.0,Oryon Entertainment,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92297,Four Lights,"Action, Simulation, Strategy, Early Access",Temporal Shift,384900.0,Four Lights,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2015
92298,tinyBuild,"Action, Adventure, Casual, Indie",No Time To Explain Remastered,368730.0,tinyBuild,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92299,MAGICS,"Action, Casual, Free to Play, Strategy",CroNix,343630.0,MAGICS,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2015
92300,APAS games,"Indie, Early Access",SLIDE: platformer,375870.0,APAS games,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92301,Proper Games,"Action, Adventure, Indie, RPG, Early Access",Super Dungeon Run,382480.0,Proper Games,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
92302,Scary Bee LLC,"Action, Casual, Free to Play, Indie, RPG",Tap Tap Infinity,380360.0,Scary Bee LLC,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2015
92303,L Kirkpatrick Media LLC,"Action, Indie",Cosmic Rocket Defender,385630.0,Alien Sync Interactive,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92304,EyeSpyda Games,"Indie, RPG",Lethal RPG: War,385590.0,EyeSpyda Games,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
92305,Chucklefish,"Adventure, Indie, RPG, Simulation, Strategy",Interstellaria,280360.0,Coldrice Games LLC,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2015
92307,AGM PLAYISM,"Action, Indie",In Space We Brawl,359450.0,Forge Reply srl,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92308,AGM PLAYISM,"Adventure, Casual, Indie",D4: David's Costume Full Unlock Key,384220.0,Access Games,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92309,AGM PLAYISM,"Adventure, Casual, Indie",D4: Forrest's Costume Full Unlock Key,384221.0,Access Games,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92310,AGM PLAYISM,"Adventure, Casual, Indie",D4: Amanda's Costume Full Unlock Key,384222.0,Access Games,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92311,AGM PLAYISM,"Adventure, Casual, Indie",D4: Olivia's Costume Full Unlock Key,384223.0,Access Games,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92312,AGM PLAYISM,"Adventure, Casual, Indie",D4: David's Beard Full Unlock Key,384224.0,Access Games,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92313,Black Shell Media,Action,Vampire of the Sands,386160.0,Homph,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
92314,The Loneliest Pixel,"Adventure, Indie",Brighter Day,388730.0,The Loneliest Pixel,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92318,Jarbit,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, RPG",Aberoth,354200.0,"Jarbit,Castle art by Yuriy Gusev",1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2015
92319,Team Junkfish,Indie,Monstrum - Original Soundtrack,385870.0,Team Junkfish,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92321,Aldorlea Games,"Casual, Indie, RPG",Official Guide - Undefeated,362980.0,Aldorlea Games,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
92322,Console Classics,Action,Mobile Light Force (aka Gunbird),379370.0,Psikyo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
92324,"Merge Games, IV Productions","Action, Adventure, Indie",Cast of the Seven Godsends - Redux,373360.0,Raven Travel Studios,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92325,HJO Creations,"Action, Adventure, RPG, Strategy",HoD: On open seas,386330.0,HJO Creations,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2016
92326,Black Lime Studio,"Action, Indie","Botology - Map ""Targul"" for Survival Mode",388670.0,Black Lime Studio,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92327,Zachtronics,"Indie, Simulation",TIS-100,370360.0,Zachtronics,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
92329,MobileBits,"Action, Casual, Free to Play, Indie, RPG, Strategy",Heroes of SoulCraft - Arcade MOBA,319570.0,MobileBits,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2015
92331,Igry.ru,"Adventure, Casual, Indie",Big Fish Legend,376560.0,Igry.ru,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92332,wacha.ru,"Action, Free to Play, Indie, Early Access",Pixel Fodder,386600.0,Wacha,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2015
92333,Day Dreamer Games,Indie,Super Hipster Lumberjack,388340.0,Day Dreamer Games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92335,WTFOMGames,"Casual, Indie, Sports, Strategy","""Glow Ball"" - The billiard puzzle game",388390.0,WTFOMGames,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2014
92336,DigitalEZ,"Casual, Indie",Oblivious Garden ~White Day,345040.0,"CorypheeSoft,DigitalEZ",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92338,"Good Shepherd Entertainment, Devolver Digital","Action, Indie, RPG, Strategy",Breach &amp; Clear: Deadline Rebirth (2016),310890.0,"Mighty Rabbit Studios,Gun Media",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
92339,Nexon Europe S.a.r.l,"Action, Casual, Massively Multiplayer",Counter-Strike Nexon: Zombies - Journey to the West + Permanent Character,381151.0,Nexon,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2015
92340,Nexon Europe S.a.r.l,"Action, Casual, Massively Multiplayer",Counter-Strike Nexon: Zombies - Dragon Set + Permanent Character,381152.0,Nexon,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2015
92341,Best Way Soft,"Action, Strategy",Battle of Empires : 1914-1918,316430.0,Great War Team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015
92342,"Slightly Mad Studios, BANDAI NAMCO Entertainment","Racing, Simulation, Sports",Project CARS - Modified Car Pack,334771.0,Slightly Mad Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2015
92344,SEGA,"Action, Adventure, Indie",TEMBO THE BADASS ELEPHANT,341870.0,Game Freak,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92346,New Blood Interactive,Indie,Super Galaxy Squadron Soundtrack,384270.0,"Psyche Studios,Random Encounter",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92347,Sekai Project,"Casual, Indie",WORLD END ECONOMiCA episode.02,368160.0,Spicy Tails,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92357,Ghostlight LTD,"Action, Adventure",Rare Weapons Set C (The Tournament Tyrants),333815.0,Acquire Corp.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
92358,Ghostlight LTD,"Action, Adventure",Rare Weapons Set A (The Amihama Elite),333813.0,Acquire Corp.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
92359,Ghostlight LTD,"Action, Adventure",Ryoma Sakamoto,333816.0,Acquire Corp.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
92362,Scott Cawthon,"Action, Indie, Strategy",Five Nights at Freddy's 4,388090.0,Scott Cawthon,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
92363,HexWar Games,Strategy,Russian Front,385960.0,Electric Rune,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015
92364,yfyx games,"Action, Casual, Indie, Simulation",Robot vs Birds Zombies,389460.0,yfyx games,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2013
92365,Surprise Attack,"Action, Indie, RPG, Early Access",Dungeon League,362310.0,Achebit,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
92366,Alexander Byzov,"Action, Casual, Indie, RPG, Simulation, Strategy",Microcosmum: survival of cells,386260.0,Alexander Byzov,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2015
92367,CPsoft,"Action, Casual",OVERGRAVITY,376350.0,CPsoft,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
92368,Flying Cafe for Semianimals,"Adventure, Indie",Cradle,361550.0,Flying Cafe for Semianimals,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92369,EuroVideo Medien,"Action, Adventure, Indie, RPG",Victor Vran ARPG,345180.0,Haemimont Games,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
92370,Flying Cafe for Semianimals,"Adventure, Indie",Cradle - Soundtrack &amp; Artbook,380710.0,Flying Cafe for Semianimals,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92373,Degica,"Casual, Indie, RPG",Heroes of Legionwood,278590.0,Dark Gaia Studios,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
92375,"Sports Mogul, Inc.","Casual, Simulation, Sports, Strategy",Baseball Mogul 2015,388270.0,"Sports Mogul, Inc.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2014
92376,Mido Basim,Indie,Spectrum: First Light,346430.0,"Mido Basim,Danny Wei",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92377,Aldorlea Games,"Adventure, Casual, Indie, RPG",Arevan,385900.0,Overcloud9,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
92378,AGM PLAYISM,"Action, Indie",Starchaser: Priestess of the Night Sky,365850.0,Nonlinear,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92379,a REGULAR GAMER,"Action, Casual, Indie, RPG",Pixel Space,371690.0,a REGULAR GAMER,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
92381,4-Panel Footprint,"Indie, Simulation, Sports, Early Access",Pulsen,340960.0,4-Panel Footprint,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2015
92389,Sekai Project,"Adventure, Casual",Idol Magical Girl Chiru Chiru Michiru Part 2,377720.0,Frontwing,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
92390,Back To Basics Gaming,"Casual, Indie",Project Druid - 2D Labyrinth Explorer-,388160.0,Cemil Tasdemir,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92392,Benjamin Lapid,"Action, Adventure, Indie, Early Access",Pluck,341010.0,Benjamin Lapid,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
